# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-11-28T08:05:02.927Z
#
# Location: GEO -12.0N 283.2E, URSI-Code JI91J JICAMARCA
# Instrument: Ionosonde, Model: DPS-4
#
# Query for measurement intervals of time:
# 2015-03-01T00:00:00.000Z - 2015-03-31T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# hF [km] - Minimum virtual height of F trace
# hmF2 [km] - Peak height F2-layer
# B0 [km] - IRI thickness parameter
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of JI91J data provider
#
#Time                     CS   foF2 QD     hF QD   hmF2 QD    B0 QD
2015-03-03T11:30:00.000Z 100  6.700 //  247.0 //  273.8 //  68.9 //
2015-03-03T11:45:00.000Z 100  7.750 //  237.0 //  277.8 //  81.6 //
2015-03-03T12:00:00.000Z 100  8.850 //  232.0 //  309.8 // 145.5 //
2015-03-03T12:15:00.000Z 100  9.400 //  233.0 //  286.4 // 101.0 //
2015-03-03T12:30:00.000Z 100  9.650 //  218.0 //  287.4 //  99.5 //
2015-03-03T12:45:00.000Z  70 10.000 //  230.0 //  310.0 // 144.9 //
2015-03-03T13:00:00.000Z  70 10.000 //  237.0 //  294.4 // 107.8 //
2015-03-03T13:15:00.000Z  70 10.200 //  223.0 //  297.7 // 112.8 //
2015-03-03T13:30:00.000Z  70 10.400 //  235.0 //  309.8 // 119.6 //
2015-03-03T13:45:00.000Z  50 10.100 //  275.0 //  295.4 // 110.2 //
2015-03-03T14:00:00.000Z  50 10.300 //  280.0 //  294.5 // 105.8 //
2015-03-03T14:15:00.000Z  50 10.000 //  303.0 //  281.1 // 101.0 //
2015-03-03T14:30:00.000Z  50  9.900 //  287.0 //  292.5 // 105.4 //
2015-03-03T14:45:00.000Z  50 10.300 //  295.0 //  322.4 // 132.1 //
2015-03-03T15:00:00.000Z  50 10.200 //  308.0 //  306.4 // 117.7 //
2015-03-03T15:15:00.000Z  50  9.900 //  307.0 //  290.3 // 111.7 //
2015-03-03T15:30:00.000Z  50 10.400 //  309.0 //  342.7 // 168.5 //
2015-03-03T15:45:00.000Z  50 10.500 //  320.0 //  321.1 // 123.9 //
2015-03-03T16:00:00.000Z  70 10.700 //  310.0 //  348.7 // 163.9 //
2015-03-03T16:15:00.000Z  50 10.100 //  320.0 //  307.7 // 123.2 //
2015-03-03T16:30:00.000Z  50 10.400 //  419.0 //  328.5 // 154.9 //
2015-03-03T16:45:00.000Z  50 10.600 //  327.0 //  349.3 // 166.1 //
2015-03-03T17:00:00.000Z  50 10.700 //  330.0 //  346.3 // 146.5 //
2015-03-03T17:15:00.000Z  70 10.600 //  315.0 //  338.5 // 130.6 //
2015-03-03T17:30:00.000Z  70 10.700 //  322.0 //  344.0 // 142.5 //
2015-03-03T17:45:00.000Z  50 11.000 //  323.0 //  365.9 // 165.4 //
2015-03-03T18:00:00.000Z  50 10.800 //  320.0 //  345.2 // 137.3 //
2015-03-03T18:15:00.000Z  70 11.100 //  318.0 //  366.2 // 165.6 //
2015-03-03T18:30:00.000Z  50 11.000 //  316.0 //  352.6 // 153.1 //
2015-03-03T18:45:00.000Z  70 10.900 //  305.0 //  341.7 // 135.8 //
2015-03-03T19:00:00.000Z  70 11.100 //  315.0 //  352.6 // 141.5 //
2015-03-03T19:15:00.000Z  70 11.400 //  310.0 //  366.7 // 150.3 //
2015-03-03T19:30:00.000Z  50 11.500 //  322.5 //  374.7 // 160.9 //
2015-03-03T19:45:00.000Z  70 11.400 //  310.0 //  360.4 // 136.9 //
2015-03-03T20:00:00.000Z  50 11.600 //  325.0 //  375.2 // 154.3 //
2015-03-03T20:15:00.000Z  50 11.300 //  313.0 //  359.9 // 134.7 //
2015-03-03T20:30:00.000Z  50 11.700 //  320.0 //  383.5 // 161.5 //
2015-03-03T20:45:00.000Z  50 11.600 //  310.0 //  383.6 // 154.0 //
2015-03-03T21:00:00.000Z  50 10.700 //  320.0 //  343.6 // 122.8 //
2015-03-03T21:15:00.000Z  50  9.900 //  328.0 //  325.5 // 120.6 //
2015-03-03T21:30:00.000Z  50 11.100 //  324.0 //  389.9 // 157.7 //
2015-03-03T21:45:00.000Z  50 10.300 //  314.0 //  353.3 // 131.6 //
2015-03-03T22:00:00.000Z  50 10.000 //  338.0 //  347.2 // 128.1 //
2015-03-03T22:15:00.000Z  50 10.500 //  325.0 //  377.3 // 144.7 //
2015-03-03T22:30:00.000Z  50  9.200 //  334.0 //  327.3 // 117.0 //
2015-03-03T22:45:00.000Z  50  9.300 //  345.0 //  341.2 // 120.6 //
2015-03-03T23:00:00.000Z  50 10.400 //  322.0 //  411.1 // 175.6 //
2015-03-03T23:15:00.000Z  70  9.700 //  261.0 //  383.2 // 139.9 //
2015-03-03T23:30:00.000Z 100  9.400 //  272.0 //  380.9 // 126.7 //
2015-03-03T23:45:00.000Z  70  9.500 //  288.0 //  411.1 // 133.1 //
2015-03-04T00:00:00.000Z 100  9.300 //  310.0 //  424.0 // 122.6 //
2015-03-04T00:15:00.000Z 100  9.300 //  330.0 //  457.5 // 135.4 //
2015-03-04T00:30:00.000Z 100  9.100 //  343.0 //  468.1 // 137.4 //
2015-03-04T00:45:00.000Z 100  8.300 //  332.0 //  425.4 //  96.6 //
2015-03-04T01:00:00.000Z 100  9.000 //  333.0 //  452.4 // 118.4 //
2015-03-04T01:30:00.000Z   0  9.200 //  170.0 //    --- __   --- __
2015-03-04T01:45:00.000Z 100  9.400 //  302.5 //  408.1 // 106.4 //
2015-03-04T02:00:00.000Z 100  9.300 //  275.0 //  361.4 //  84.4 //
2015-03-04T02:15:00.000Z 100 10.000 //  260.0 //  363.0 //  99.4 //
2015-03-04T02:30:00.000Z 100  9.700 //  243.0 //  330.0 //  79.3 //
2015-03-04T02:45:00.000Z 100  9.800 //  242.0 //  351.1 // 102.9 //
2015-03-04T03:00:00.000Z 100  9.700 //  236.0 //  341.7 //  96.0 //
2015-03-04T03:15:00.000Z 100 10.200 //  231.0 //  390.5 // 161.6 //
2015-03-04T03:30:00.000Z 100 11.400 //  236.0 //  374.7 // 127.5 //
2015-03-04T03:45:00.000Z 100 11.500 //  240.0 //  351.6 //  98.3 //
2015-03-04T04:00:00.000Z 100  9.900 //  246.0 //  287.8 //  38.1 //
2015-03-04T04:15:00.000Z 100  8.000 //  250.0 //  292.2 //  45.4 //
2015-03-04T04:30:00.000Z 100 10.500 //  220.0 //  295.4 //  51.2 //
2015-03-04T04:45:00.000Z 100  9.700 //  221.0 //  271.4 //  39.6 //
